1416730414968,-0.06298828125,0.1748046875,1.02734375,-3.125,1.125,-0.0625,0.986328125,0.08544921875,0.01873779296875,-0.1395263671875
1416730414983,-0.0546875,0.1689453125,1.02490234375,-4.9375,1.25,-0.9375,0.98638916015625,0.0845947265625,0.01898193359375,-0.1396484375
1416730415005,-0.052734375,0.17138671875,1.02490234375,-6.5,1.4375,-0.5625,0.9864501953125,0.08355712890625,0.019287109375,-0.1396484375
1416730415028,-0.0537109375,0.1689453125,1.01806640625,-4.4375,1.25,0.6875,0.98651123046875,0.0828857421875,0.01947021484375,-0.13946533203125
1416730415043,-0.04736328125,0.1806640625,1.025390625,-1.6875,0,0.8125,0.986572265625,0.082763671875,0.019287109375,-0.1392822265625
1416730415065,-0.0390625,0.16748046875,1.03125,-1.375,-1,0.8125,0.98663330078125,0.08251953125,0.01885986328125,-0.13916015625
1416730415090,-0.0419921875,0.16162109375,1.033203125,1,-0.875,1.1875,0.98663330078125,0.08258056640625,0.0184326171875,-0.138916015625
1416730415103,-0.0556640625,0.1611328125,1.02587890625,1.375,0,2.0625,0.9866943359375,0.08282470703125,0.018310546875,-0.1385498046875
1416730415126,-0.07177734375,0.1650390625,1.0263671875,2.6875,-0.1875,3.1875,0.9866943359375,0.083251953125,0.01824951171875,-0.1380615234375
1416730415148,-0.07763671875,0.169921875,1.029296875,6.875,-1.5,3.1875,0.9866943359375,0.08447265625,0.01800537109375,-0.1375732421875
1416730415163,-0.08251953125,0.169921875,1.033203125,2.5,-1.4375,2.875,0.9866943359375,0.08489990234375,0.01788330078125,-0.1370849609375
1416730415185,-0.08251953125,0.17919921875,1.03564453125,-1.875,-0.0625,1.9375,0.98675537109375,0.084716796875,0.01812744140625,-0.13677978515625
1416730415208,-0.080078125,0.189453125,1.03662109375,-1.5,0.9375,0.0625,0.98675537109375,0.08477783203125,0.0185546875,-0.13671875
1416730415223,-0.07421875,0.1845703125,1.03955078125,-3.0625,1.5,-1.4375,0.98675537109375,0.08447265625,0.01898193359375,-0.136962890625
1416730415245,-0.0771484375,0.1806640625,1.0341796875,-7.9375,2.25,-1.0625,0.98681640625,0.08331298828125,0.01971435546875,-0.1370849609375
1416730415268,-0.06640625,0.162109375,1.02978515625,-9.25,2.875,-0.8125,0.9869384765625,0.081787109375,0.02044677734375,-0.13714599609375
1416730415283,-0.05810546875,0.15478515625,1.029296875,-4.75,2.5625,-1.125,0.98699951171875,0.0809326171875,0.02093505859375,-0.13726806640625
1416730415305,-0.05810546875,0.154296875,1.02685546875,-2.875,2.0625,-0.5625,0.98699951171875,0.0804443359375,0.02130126953125,-0.1373291015625
